Code/Ref,Company_Name_cl,License_type_cl,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_acre_cl,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl,Location_working 4,Coordinates of the license area,Column 10
0132/2015,"Thaw Bauk Co.,Ltd",Small,17.6.2015,2015-01-17,16.6.2016,2016-06-16,Gold,Gold,0.0809,0.0809,"Shan( E ) Kyingtone, Mineyaung",Shan, Mineyaung,,,"102 C/12 (610450, 612453, 609456, 608451)",
0131/2015,"Htoo Nay Chiy Co.,Ltd",Small,17.6.2015,2015-01-17,16.6.2016,2016-06-16,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, minelinn",Shan, Tachileik, minelinn,,"102 D/6 ( 244077, 246080, 246072, 244072)",
0182/2015,"Tashine Co.,Ltd",Small,16.9.2015,2015-01-16,15.9.2016,2016-09-15,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Naryaung",Shan, Tachileik, Naryaung,,"102 D / 2 & 6 (145977, 150976, 150974, 145975)",
0183/2015,"Aung Shwin Le Co.,Ltd",Small,16.9.2015,2015-01-16,15.9.2016,2016-09-15,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Naryaung",Shan, Tachileik, Naryaung,,"102 D / 2&6 ( 181003, 186003, 186001, 181001)",
0181/2015,"Nay La Lar Hue Kyar Law Mining Co.,Ltd",Small,16.9.2015,2015-01-16,15.9.2016,2016-09-15,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Naryaung",Shan, Tachileik, Naryaung,,"102 D / 2&6 (207084, 209084, 209079, 207079)",
0186/2015,"Sin Myint Myanmar Co.,Ltd",Small,23.9.20154,2015-01-23,22.9.2016,2016-09-22,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Nankane",Shan, Tachileik, Nankane,,"102 D/ 2& 6 ( 269112, 271112, 271107, 269107)",
0187/2015,"Sin Myint Myanmar Co.,Ltd",Small,23.9.20154,2015-01-23,22.9.2016,2016-09-22,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Nankane",Shan, Tachileik, Nankane,,"102 D / 2 &6  (271111, 273111, 273106, 271106)",
0215/2015,"Tar Lay Khin Maung latt Co.,Ltd",Small,11.11.2015,2015-01-11,11.11.2016,2016-11-11,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Naryaung",Shan, Tachileik, Naryaung,,"102 D / 2 & 6 ( 190015, 188015, 188010, 190010)",
0212/2015,"Hone Ywan Seint Co.,Ltd",Small,4.11.2015,2015-01-04,3.11.2016,2016-11-03,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Naryaung",Shan, Tachileik, Naryaung,,"102 D / 1 ( 271135, 276133, 275131, 270133)",
0226/2015,"Tachileik Shwe Taung Co.,Ltd",Small,11.12.2015,2015-01-11,10.12.2016,2016-12-10,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Naryaung",Shan, Tachileik, Naryaung,,"102 D/ 2& 6 ( 182018, 182016, 184017, 187020, 184021)",
0242/2015,"Tay Char Thaw Co.,Ltd",Small,17.12.2015,2015-01-17,16.12.2016,2016-12-16,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Tarkyant",Shan, Tachileik, Tarkyant,,"102 C/ 11 ( 585776, 590778, 591776, 586774)",
0241/2015,"May Flower Mining Co.,Ltd",Small,17.12.2015,2015-01-17,16.12.2016,2016-12-16,Gold,Gold,0.0623,0.0623,"Shan( E ), Tachileik, Minekoe",Shan, Tachileik, Minekoe,,"102 D / 2 & 6 ( 154952, 155952, 155952, 157952, 157951, 155951, 155947, 154945)",
 0002/2016,"Tachileik Shwe Sin Co.,Ltd",Small,6.1.2016,2016-01-06,5.1.2017,2017-01-05,Gold,Gold,0.0809,0.0809,"Shan( E ), Tarlay, Minelinn",Shan, Tarlay, Minelinn,,"102 D / 2 & 6 ( 223112, 228112, 229110, 224110)",
 0001/2016,"Lar Hue Brothers Mining Co.,Ltd",Small,6.1.2016,2016-01-06,5.1.2017,2017-01-05,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Minekoe",Shan, Tachileik, Minekoe,,"102 D 2 & 6 ( 160957, 162957, 162952, 160952)",
0070/2016,"Hone Ywan Seint Co.,Ltd",Small,24.3.2016,2016-01-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Nankane",Shan, Tachileik, Nankane,,"102 D/ 1(170127, 272127, 272122, 270122)",
0071/2016,"Hone Ywan Seint Co.,Ltd",Small,24.3.2016,2016-01-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Nankane",Shan, Tachileik, Nankane,,"102 D/1 (267133, 269133, 271128, 269128)",
0072/2016,"Tachileik Shwe Taung Co.,Ltd",Small,24.3.2016,2016-01-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Naryaung",Shan, Tachileik, Naryaung,,"102 D/ 2& 6 ( 189023, 189021, 184021, 184023)",
0068/2016,"Sein Naw Mining Co.,Ltd",Small,24.3.2016,2016-01-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Naryaung",Shan, Tachileik, Naryaung,,"102 D / 2 & 6 ( 174992, 179992, 179990, 174990)",
0069/2016,"Sein Naw Mining Co.,Ltd",Small,24.3.2016,2016-01-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Naryaung",Shan, Tachileik, Naryaung,,"102 D /2 & 6 (181999, 183999, 183994, 181994)",
0254/2015,Aung Naing thu Mahar Sein,Small,29.12.2015,2015-01-29,2812.2020,2020-12-28,Iron,Iron,0.0607,0.0607,"Shan( E ),Mineyaung, wountat",Shan,Mineyaung, wountat,,102 D,
0255/2015,Aung Naing thu Mahar Sein,Small,29.12.2015,2015-01-29,2812.2020,2020-12-28,Iron,Iron,0.0809,0.0809,"Shan( E ),Mineyaung, wountat",Shan,Mineyaung, wountat,,102 D,
025/2016,"Shwe Let Kaung Co.,Ltd",Small,1.3.2016,2016-01-01,28.2.2017,2017-02-28,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Naryaung",Shan, Tachileik, Naryaung,," 102 D / 2& 6 ( 180005, 185005, 185003, 180003)",
024/2016,"Naung Tone Nagar Mining Co.,Ltd",Small,1.3.2016,2016-01-01,28.2.2017,2017-02-28,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Naryaung",Shan, Tachileik, Naryaung,,"102 D/ 2 & 6 ( 180008, 185008, 1885006, 180006)",
0192/2015,"Lawl Kan Lone Co.,Ltd",Small,7.10.2015,2015-01-07,6.10.2016,2016-10-06,Gold,Gold,0.0809,0.0809,"Shan( E ), Tachileik, Naryaung",Shan, Tachileik, Naryaung,,"102 D/ 2 & 6 ( 172999, 172996, 176995, 172994, 171995, 170994, 168996)",
0329/2010,"Lamin Htet Mining Co.,Ltd",Small,26.4.2015,2015-01-26,25.4.2016,2016-04-25,Copper,Copper,0.2003,0.2003,"Ayeyarwaddy, laymyatnar, thitarpankone",Ayeyarwady, laymyatnar, thitarpankone,,"85K/14(069338,074338,074333,069333)",
0330/2010,"Lamin Htet Mining Co.,Ltd",Small,26.4.2015,2015-01-26,25.4.2016,2016-04-25,Copper,Copper,0.2003,0.2003,"Ayeyarwaddy, laymyatnar, Doetar(1)",Ayeyarwady, laymyatnar, Doetar(1),,"85K/14(109415,114415,114410,109410) ",
0331/2010,"Lamin Htet Mining Co.,Ltd",Small,26.4.2015,2015-01-26,25.4.2016,2016-04-25,Copper,Copper,0.2003,0.2003,"Ayeyarwaddy, laymyatnar, Doetar(2)",Ayeyarwady, laymyatnar, Doetar(2),,"85K/14(114402,119402,119397,114397)",
 0288/2013,"Lan Chaw Pwan Development Co.,Ltd",Exploration,18.10.2015,2015-01-18,17.10.2016,2016-10-17,Tin & Tungsten,Tin and Tungsten,0.1672,0.1672,"Kachin,Panwar,Sinkone",Kachin,Panwar,Sinkone,,"92K/6(153901,153906,149906,149901)",
0289/2013,"Lan Chaw Pwan Development Co.,Ltd",Exploration,18.10.2015,2015-01-18,17.10.2016,2016-10-17,Tin & Tungsten,Tin and Tungsten,0.1671,0.1671,"Kachin,Panwar,Sinkone",Kachin,Panwar,Sinkone,,"92K/6(153907,153912,157912,157907)",
0290/2013,"Lan Chaw Pwan Development Co.,Ltd",Exploration,18.10.2015,2015-01-18,17.10.2016,2016-10-17,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Kachin,Panwar,Sinkone",Kachin,Panwar,Sinkone,,"92K/6(155903 ,161903 ,161899, 155899  ",
0023/2014,"Kyal Sin Khaing Group 
Co.,Ltd",Exploration,19.2.2016,2016-01-19,18.2.2017,2017-02-18,Iron,Iron,0.172,0.172,"Kachin,Bamaw,SinKane",Kachin,Bamaw,SinKane,,"93A/13(730775 ,735775 ,733770, 730770)",
0024/2014,"Kyal Sin Khaing Group 
Co.,Ltd",Exploration,19.2.2016,2016-01-19,18.2.2017,2017-02-18,Iron,Iron,0.0668,0.0668,"Kachin,Bamaw,SinKane",Kachin,Bamaw,SinKane,,"93A/13(739775 ,740775 ,740771 ,737771)",
0025/2014,"Kyal Sin Khaing Group 
Co.,Ltd",Exploration,19.2.2016,2016-01-19,18.2.2017,2017-02-18,Iron,Iron,0.1012,0.1012,"Kachin,Bamaw,SinKane",Kachin,Bamaw,SinKane,,"93A/13(730769, 732769 ,732767, 734767, 734765 , 730765",
0026/2014,"Kyal Sin Khaing Group 
Co.,Ltd",Exploration,19.2.2016,2016-01-19,18.2.2017,2017-02-18,Iron,Iron,0.083,0.083,"Kachin,Bamaw,SinKane",Kachin,Bamaw,SinKane,,"93A/13(735767, 740767, 740765, 735765)",
0048/2014,"Dragon Peacock Mining
Co.,Ltd",Exploration,26.3.2016,2016-01-26,25.3.2017,2017-03-25,Iron,Iron,0.2003,0.2003,"Kachin,Chepwi,Lanyan",Kachin,Chepwi,Lanyan,,"92K/5 (049222 ,056223 ,056219 ,049219)",
0049/2014,"Dragon Peacock Mining
Co.,Ltd",Exploration,26.3.2016,2016-01-26,25.3.2017,2017-03-25,Iron,Iron,0.1255,0.1255,"Kachin,Chepwi,Lanyan",Kachin,Chepwi,Lanyan,,"92K/5 (049218, 056218, 056216 ,049216)",
0050/2014,"Dragon Peacock Mining
Co.,Ltd",Exploration,26.3.2016,2016-01-26,25.3.2017,2017-03-25,Iron,Iron,0.2003,0.2003,"Kachin,Chepwi,Lanyan",Kachin,Chepwi,Lanyan,,"92K/5 (049215, 057215 ,057212, 049212)",
0090/2014,"SimKying Co.,Ltd",Exploration,21.5.2015,2015-01-21,20.5.2016,2016-05-20,Tin & Tungsten,Tin and Tungsten,0.1922,0.1922,"Kachin,Sawlaw,Lansal",Kachin,Sawlaw,Lansal,,"92 J/ 10 - (290725, 295725, 295720, 291720, 291722, 290722)",
0091/2014,"SimKying Co.,Ltd",Exploration,21.5.2015,2015-01-21,20.5.2016,2016-05-20,Tin & Tungsten,Tin and Tungsten,0.1922,0.1922,"Kachin,Sawlaw,Lansal",Kachin,Sawlaw,Lansal,,"92 J/ 10 - (275725, 280725, 280720, 276720, 276722, 275722)",
0092/2014,"SimKying Co.,Ltd",Exploration,21.5.2015,2015-01-21,20.5.2016,2016-05-20,Tin & Tungsten,Tin and Tungsten,0.2011,0.2011,"Kachin,Sawlaw,Lansal",Kachin,Sawlaw,Lansal,,"92J/N Z(285745,290745,290740,286742,285742)",
0093/2014,"SimKying Co.,Ltd",Exploration,21.5.2015,2015-01-21,20.5.2016,2016-05-20,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Kachin,Sawlaw,Lansal",Kachin,Sawlaw,Lansal,,"92J/NU(344220 ,347220 ,347212 ,344212)",
0094/2014,"SimKying Co.,Ltd",Exploration,21.5.2015,2015-01-21,20.5.2016,2016-05-20,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Kachin,Sawlaw,Lansal",Kachin,Sawlaw,Lansal,,"92J/10NU(340220 ,343220, 343212 ,340212)",
0095/2014,"SimKying Co.,Ltd",Exploration,21.5.2015,2015-01-21,20.5.2016,2016-05-20,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Kachin,Sawlaw,Lansal",Kachin,Sawlaw,Lansal,,"92J/10NU(336220 ,339220, 339212, 336212)",
0128/2014,"KhaingShin Minining Co.,Ltd",Exploration,10.9.2015,2015-01-10,9.9.2016,2016-09-09,Iron,Iron,0.2003,0.2003,"Kachin,Chepwi,LaKwi",Kachin,Chepwi,LaKwi,,"92K/9(306117 ,306121 212121 312117)",
0129/2014,"KhaingShin Minining Co.,Ltd",Exploration,10.9.2015,2015-01-10,9.9.2016,2016-09-09,Iron,Iron,0.2003,0.2003,"Kachin,Chepwi,LaKwi",Kachin,Chepwi,LaKwi,,"92K/9(303094 ,303098 ,309094, 309090)",
0130/2014,"KhaingShin Minining Co.,Ltd",Exploration,10.9.2015,2015-01-10,9.9.2016,2016-09-09,Iron,Iron,0.2003,0.2003,"Kachin,Chepwi,LaKwi",Kachin,Chepwi,LaKwi,,"92K/9(311088, 312093, 317088 ,314086",
0140/2014,"SimKying Co.,Ltd",Exploration,24.9.2015,2015-01-24,23.9.2016,2016-09-23,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Kachin,Panwar, Lanchaw",Kachin,Panwar, Lanchaw,,"92 K/6 - (183826, 191826, 191823, 183823)",
0141/2014,"SimKying Co.,Ltd",Exploration,24.9.2015,2015-01-24,23.9.2016,2016-09-23,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Kachin,Panwar, Lanchaw",Kachin,Panwar, Lanchaw,,"92 K/ 9 (378259, 384259, 384255, 378255)",
0142/2014,"SimKying Co.,Ltd",Exploration,24.9.2015,2015-01-24,23.9.2016,2016-09-23,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Kachin,Panwar, Lanchaw",Kachin,Panwar, Lanchaw,,"92A/9(383265 ,389265, 389261 ,383261)",
0161/2014,"Northern Flower Co.,Ltd",Exploration,3.12.2015,2015-01-03,2.12.2016,2016-12-02,Iron,Iron,0.2003,0.2003,"Kachin,Bamaw,SinKane",Kachin,Bamaw,SinKane,,"92 D/16 - (718794, 723794, 723789, 718789)",
0162/2014,"Northern Flower Co.,Ltd",Exploration,3.12.2015,2015-01-03,2.12.2016,2016-12-02,Iron,Iron,0.2003,0.2003,"Kachin,Bamaw,SinKane",Kachin,Bamaw,SinKane,,"92 D/16 + 93 A/13 - (725788, 720725783)",
 0003/2015,La Pyae Wum Shwe Mining Co.Ltd,Exploration,7.1.2016,2016-01-07,6.1.2017,2017-01-06,Lead Associated,Lead and Associated,0.2003,0.2003,"Kachin,Kawnglanghpu,Darkhan",Kachin,Kawnglanghpu,Darkhan,,"92I/NU/7(079986, 084986, 084981 ,079981)",
 0004/2015,La Pyae Wum Shwe Mining Co.Ltd,Exploration,7.1.2016,2016-01-07,6.1.2017,2017-01-06,Lead Associated,Lead and Associated,0.2003,0.2003,"Kachin,Kawnglanghpu,Darkhan",Kachin,Kawnglanghpu,Darkhan,,"92I/NU/7(112909 ,117909 ,117904, 112904)",
 0005/2015,La Pyae Wum Shwe Mining Co.Ltd,Exploration,7.1.2016,2016-01-07,6.1.2017,2017-01-06,Lead Associated,Lead and Associated,0.2003,0.2003,"Kachin,Kawnglanghpu,Darkhan",Kachin,Kawnglanghpu,Darkhan,,"92I/NU-11(301934 ,306934 ,306939,301939)",
0017/2015,Kyar Shein Mining,Exploration,11.2.2016,2016-01-11,10.2.2017,2017-02-10,Iron,Iron,0.2003,0.2003,"Kachin,Chepwi,Lanyan",Kachin,Chepwi,Lanyan,,"92K/9(463167, 467167 ,467162 ,463162)",
0018/2014,Kyar Shein Mining,Exploration,11.2.2016,2016-01-11,10.2.2017,2017-02-10,Iron,Iron,0.2003,0.2003,"Kachin,Chepwi,Lanyan",Kachin,Chepwi,Lanyan,,92K/9(371175 382175 382173 371173),
076/2015,Chain Yain Taung Mining,Exploration,3.6.2015,2015-01-03,2.6.2016,2016-06-02,Marble,Marble,0.2003,0.2003,"Kachin,Chepwi,Lanyan",Kachin,Chepwi,Lanyan,,"92K/5(027238, 030238, 030230 ,027230)",
077/2015,Chain Yain Taung Mining,Exploration,3.6.2015,2015-01-03,2.6.2016,2016-06-02,Marble,Marble,0.2003,0.2003,"Kachin,Sawlaw,Manbyaw",Kachin,Sawlaw,Manbyaw,,"92J/8 (044292, 050292 ,050287 ,044287)",
0078/2015,Chain Yain Taung Mining,Exploration,3.6.2015,2015-01-03,2.6.2016,2016-06-02,Marble,Marble,0.2003,0.2003,"Kachin,Chepwi,Lanyan",Kachin,Chepwi,Lanyan,,"92K/5(050287, 044287,044287, 044284 ,050284)",
0079/2015,Chain Yain Taung Mining,Exploration,3.6.2015,2015-01-03,2.6.2016,2016-06-02,Marble,Marble,0.2003,0.2003,"Kachin,Chepwi,Lanyan",Kachin,Chepwi,Lanyan,,"92K/5(044284 ,050284 ,050279, 044279)",
0080/2015,Chain Yain Taung Mining,Exploration,3.6.2015,2015-01-03,2.6.2016,2016-06-02,Marble,Marble,0.2003,0.2003,"Kachin,Chepwi,Lanyan",Kachin,Chepwi,Lanyan,,"95K/.5(050279 ,044279 ,044275 ,050275)",
0081/2015,Chain Yain Taung Mining,Exploration,3.6.2015,2015-01-03,2.6.2016,2016-06-02,Marble,Marble,0.2003,0.2003,"Kachin,Sawlaw,Manbyaw",Kachin,Sawlaw,Manbyaw,,"92J/8 (042313, 044312 ,046306, 042306)",
082/2015,Chain Yain Taung Mining,Exploration,3.6.2015,2015-01-03,2.6.2016,2016-06-02,Marble,Marble,0.2003,0.2003,"Kachin,Sawlaw,Manbyaw",Kachin,Sawlaw,Manbyaw,,"92J/8 (046306, 042306, 042302, 048302)",
0052/2015,Chain Yain Taung Mining,Exploration,3.6.2015,2015-01-03,2.6.2016,2016-06-02,Lead & Zin Associated,Lead and Zinc Associated,0.2003,0.2003,"Kachin,Chepwi,Hpimaw",Kachin,Chepwi,Hpimaw,,"92K/9(449166, 449170 ,455170 ,455166)",
0053/2015,Chain Yain Taung Mining,Exploration,3.6.2015,2015-01-03,2.6.2016,2016-06-02,Lead & Zin Associated,Lead and Zinc Associated,0.2003,0.2003,"Kachin,Chepwi,Hpimaw",Kachin,Chepwi,Hpimaw,,"92K/9(450160, 150164, 456164 ,156160)",
0054/2015,Chain Yain Taung Mining,Exploration,3.6.2015,2015-01-03,2.6.2016,2016-06-02,Lead & Zin Associated,Lead and Zinc Associated,0.2003,0.2003,"Kachin,Chepwi,Hpimaw",Kachin,Chepwi,Hpimaw,,"92K/9 (445160, 445168, 448160, 448160)",
0055/2015,Chain Yain Taung Mining,Exploration,3.6.2015,2015-01-03,2.6.2016,2016-06-02,Lead & Zin Associated,Lead and Zinc Associated,0.2003,0.2003,"Kachin,Chepwi,Hpimaw",Kachin,Chepwi,Hpimaw,,"92K/9(447156 ,447159, 455159 ,455156)",
0056/2015,Chain Yain Taung Mining,Exploration,3.6.2015,2015-01-03,2.6.2016,2016-06-02,Lead & Zin Associated,Lead and Zinc Associated,0.2003,0.2003,"Kachin,Chepwi,Hpimaw",Kachin,Chepwi,Hpimaw,,"92K/9(460155 ,460158 ,468158, 468155)",
0057/2015,Chain Yain Taung Mining,Exploration,3.6.2015,2015-01-03,2.6.2016,2016-06-02,Lead & Zin Associated,Lead and Zinc Associated,0.2003,0.2003,"Kachin,Sawlaw,Lansal",Kachin,Sawlaw,Lansal,,"92K/10(402002, 402006, 408006 ,408002)",
0058/2015,Chain Yain Taung Mining,Exploration,3.6.2015,2015-01-03,2.6.2016,2016-06-02,Lead & Zin Associated,Lead and Zinc Associated,0.2003,0.2003,"Kachin,Sawlaw,Lansal",Kachin,Sawlaw,Lansal,,"92K/10 (401996 ,401000 ,407000 ,407996)",
0059/2015,Chain Yain Taung Mining,Exploration,3.6.2015,2015-01-03,2.6.2016,2016-06-02,Lead & Zin Associated,Lead and Zinc Associated,0.2003,0.2003,"Kachin,Sawlaw,Lansal",Kachin,Sawlaw,Lansal,,"92K/10 (412002, 412008 ,416008, 416002)",
0095/2015,Kyar Shein Mining,Exploration,2.9.2015,2015-01-02,1.9.2016,2016-09-01,Iron,Iron,0.2003,0.2003,"Kachin,Chepwi,Sar do law",Kachin,Chepwi,Sar do law,,"92J/12(436500,440500,440494,436494)",
102/2015,"SimKying Co.,Ltd",Exploration,19.8.2015,2015-01-19,18.8.2016,2016-08-18,Quartzite,Quartzite,0.1983,0.1983,"Kachin,Kanpfattee,Waw chone",Kachin,Kanpfattee,Waw chone,,"92K/2(910704, 916704 ,916700 ,910700)",
103/2015,"SimKying Co.,Ltd",Exploration,19.8.2015,2015-01-19,18.8.2016,2016-08-18,Quartzite,Quartzite,0.1983,0.1983,"Kachin,Kanpfattee,Waw chone",Kachin,Kanpfattee,Waw chone,,"92K/2( 869521,875521,875517,869517)",
122/2015,"NgaMaw Co.,Ltd",Exploration,14.10.2015,2015-01-14,15.10.2016,2016-10-15,Marble,Marble,0.2003,0.2003,"Kachin,Chepwi,Nga Maw",Kachin,Chepwi,Nga Maw,,"92J/8(040299, 050297, 040297)",
147/2015,Chan Yin Ku,Exploration,18.11.2015,2015-01-18,17.11.2016,2016-11-17,Quartzite,Quartzite,0.2023,0.2023,"Kachin,Waing Maw,Waw chone",Kachin,Waing Maw,Waw chone,,"92K/3(848475 ,853475 ,853470, 848470",
148/2015,Chan Yin Ku,Exploration,18.11.2015,2015-01-18,17.11.2016,2016-11-17,Quartzite,Quartzite,0.2914,0.2914,"Kachin,Waing Maw,Waw chone",Kachin,Waing Maw,Waw chone,,"92K/3(835447, 840447 ,840440 ,835440)",
 0001/2016,"Bawn Myan Co.,Ltd",Exploration,6.1.2016,2016-01-06,5.1.2017,2017-01-05,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Kachin,Chepwi,Yit Kyaw",Kachin,Chepwi,Yit Kyaw,,"92K/1(942107, 948107, 948103, 942103)",
 0002/2016,"SimKying Co.,Ltd",Exploration,6.1.2016,2016-01-06,5.1.2017,2017-01-05,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Kachin,Sawlaw,Han Gaw",Kachin,Sawlaw,Han Gaw,,"92J/11(265707 ,264713 ,268713 ,269707)",
 0004/2016,"San Linn  Co.,Ltd",Exploration,13.1.2016,2016-01-13,12.1.2017,2017-01-12,Iron,Iron,0.2003,0.2003,"Kachin,Chepwi,Hpimaw",Kachin,Chepwi,Hpimaw,,"92K/9(300238, 304239 ,305233 ,302232)",
 0005/2016,"San Linn  Co.,Ltd",Exploration,13.1.2016,2016-01-13,12.1.2017,2017-01-12,Iron,Iron,0.2003,0.2003,"Kachin,Chepwi,Hpimaw",Kachin,Chepwi,Hpimaw,,"92K/9(336177, 340177, 341171 ,337170)",
 0006/2016,"San Linn  Co.,Ltd",Exploration,13.1.2016,2016-01-13,12.1.2017,2017-01-12,Iron,Iron,0.2003,0.2003,"Kachin,Chepwi,Hpimaw",Kachin,Chepwi,Hpimaw,,"92K/9(346164, 350164 ,350158 ,346158)",
0114/2014,"Kyar Htar Ni Mining Co.,Ltd",Exploration,2.7.2015,2015-01-02,1.7.2016,2016-07-01,Lead,Lead,0.2003,0.2003,"Kayah,De Maw Soe,Daw Kalaw Do",Kayah,De Maw Soe,Daw Kalaw Do,,"94E/6(920640 ,925640, 925635 ,620635)",
0115/2014,"Kyar Htar Ni Mining Co.,Ltd",Exploration,2.7.2015,2015-01-02,1.7.2016,2016-07-01,Lead,Lead,0.2003,0.2003,"Kayah, Flusoe,Taw Ku",Kayah, Flusoe,Taw Ku,,"94E/4(781201, 785201 ,785196 ,781196)",
0116/2014,"Kyar Htar Ni Mining Co.,Ltd",Exploration,2.7.2015,2015-01-02,1.7.2016,2016-07-01,Lead,Lead,0.2003,0.2003,"Kayah, Flusoe,Taw Ku",Kayah, Flusoe,Taw Ku,,"94 E/4 - (7848222, 753222, 753218, 748218)",
0163/2014,"Htee Pwin Kan Gold & Mining Production Co.,Ltd",Exploration,17.12.2015,2015-01-17,16.12.2016,2016-12-16,Tin & Tungsten Associated,Tin and Tungsten Associated,0.2003,0.2003,"Kayah,Phar Soung,Maw Chi",Kayah,Phar Soung,Maw Chi,,"94 F/ 1+ 2 - (800727, 804727, 800721, 804721)",
0164/2014,"Htee Pwin Kan Gold & Mining Production Co.,Ltd",Exploration,17.12.2015,2015-01-17,16.12.2016,2016-12-16,Tin & Tungsten Associated,Tin and Tungsten Associated,0.2003,0.2003,"Kayah,Phar Soung,Maw Chi",Kayah,Phar Soung,Maw Chi,,"94 F/ 1+ 2 - (794717, 798717, 794711, 798711)",
 0009/2015,"Myanmar Shwe Yee Win 
Mining Co.,Ltd",Exploration,21.1.2016,2016-01-21,20.1.2017,2017-01-20,Tin & Tungsten Associated,Tin and Tungsten Associated,0.2003,0.2003,"Kayah,Phar Soung,Maw Chi",Kayah,Phar Soung,Maw Chi,,"94F/1(697829, 701829, 701823, 697823)",
 004/2015,"Shwe Kan Tar Ya Wati Hoe Din Co.,Ltd",Exploration,7.1.2016,2016-01-07,6.1.2017,2017-01-06,Limestone,Limestone,0.6334,0.6334,"Kayah,De Maw Soe,Saung Do Yar Thit ",Kayah,De Maw Soe,Saung Do Yar Thit ,,"94E/2(676792, 682790 ,682782, 670785, 669788 , 677787)",
 005/2015,"Shwe Kan Tar Ya Wati Hoe Din Co.,Ltd",Exploration,7.1.2016,2016-01-07,6.1.2017,2017-01-06,Limestone,Limestone,0.3243,0.3243,"Kayah,De Maw Soe,Saung Do Yar Thit ",Kayah,De Maw Soe,Saung Do Yar Thit ,,"94E/2(686763 ,690767, 697758,692755 )",
0043/2015,Kone Nyi Naung International,Exploration,29.4.2015,2015-01-29,28.4.2016,2016-04-28,Tin & Tungsten Associated,Tin and Tungsten Associated,0.2003,0.2003,"Kayah,Phar Soung, Htee Lay Ke",Kayah,Phar Soung, Htee Lay Ke,,"94F/2 (762718,766718,766712,762712)",
0061/2015,"Thu Wana Shwe Zin Co.,Ltd",Exploration,17.6.2015,2015-01-17,16.6.2016,2016-06-16,Lead,Lead,0.2003,0.2003,"Kayah,De Maw Soe,Daw Wal Mu",Kayah,De Maw Soe,Daw Wal Mu,,"94F/1(748797 ,752796, 757800, 757803)",
0062/2015,"Thu Wana Shwe Zin Co.,Ltd",Exploration,17.6.2015,2015-01-17,16.6.2016,2016-06-16,Lead,Lead,0.2003,0.2003,"Kayah,De Maw Soe,Daw Wal Mu",Kayah,De Maw Soe,Daw Wal Mu,,"94E/7(901616,904619,908613,906610)",
0060/2015,"Ye Htut Kyaw Co.,Ltd",Exploration,3.6.2015,2015-01-03,2.6.2016,2016-06-02,Lead,Lead,0.2019,0.2019,"Kayah,Phar Soung,Maw Chi",Kayah,Phar Soung,Maw Chi,,"94F/1(748797, 752796 ,787800, 757803)",
0088/2015,"Taunggyi Thein Mining Co.,Ltd",Exploration,26.8.2015,2015-01-26,25.8.2016,2016-08-25,Antimony,Antimony,0.2003,0.2003,"Kayah,Loi Kaw,Loi Lin Lay",Kayah,Loi Kaw,Loi Lin Lay,,"94E/1(776086 ,771086 ,774090 ,779090)",
0089/2015,"Taunggyi Thein Mining Co.,Ltd",Exploration,26.8.2015,2015-01-26,25.8.2016,2016-08-25,Antimony,Antimony,0.2003,0.2003,"Kayah,Loi Kaw,Loi Lin Lay",Kayah,Loi Kaw,Loi Lin Lay,,"94E/1(776082 ,780082 ,782085, 780088, 776085)",
